epoch,acc,f1_score,loss,precision_1,recall_1,val_acc,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.2991214,0.021760054,1.3686089210997756,0.17987497,0.012929313,0.3485576808452606,0.026805957779288292,1.2617547512054443,0.4316239058971405,0.014022435992956161
1,0.35669968,0.08110305,1.312979463078913,0.49751127,0.04652556,0.39385247230529785,0.17091460525989532,1.2844141721725464,0.5905871987342834,0.10136217623949051
2,0.38251776,0.11773268,1.2757181565133848,0.5628954,0.06911719,0.3967213034629822,0.19471818208694458,1.2525995969772339,0.5411471128463745,0.1197916641831398
3,0.4089863,0.14839758,1.256973055656114,0.5948286,0.08886337,0.4405737817287445,0.32960158586502075,1.2065541744232178,0.6225064992904663,0.2263621836900711
4,0.4344541,0.23249844,1.2076833893035275,0.6261867,0.14719783,0.4590163826942444,0.31766730546951294,1.0613209009170532,0.6398457884788513,0.21274039149284363
5,0.45481837,0.28172904,1.1760399614883044,0.6400092,0.18535899,0.4647541046142578,0.26923826336860657,1.0790889263153076,0.6824723482131958,0.1690705120563507
6,0.4694286,0.30604026,1.1565390664584212,0.6418968,0.20534922,0.45737704634666443,0.3040386736392975,1.267346978187561,0.6574150919914246,0.19951923191547394
7,0.489993,0.35116982,1.1237975088287662,0.64721495,0.2453907,0.4901639223098755,0.29012778401374817,1.1591227054595947,0.7303413152694702,0.18269230425357819
8,0.5015511,0.38090685,1.1006076009760482,0.65689427,0.27247515,0.5258196592330933,0.397894948720932,1.2128146886825562,0.6950300335884094,0.28044870495796204
9,0.51365954,0.39557764,1.0839486293555094,0.66211724,0.28603125,0.5295081734657288,0.35695669054985046,1.0535290241241455,0.7217991352081299,0.23918269574642181
10,0.52061445,0.4121352,1.0689248114057839,0.66775066,0.30141217,0.506147563457489,0.3500482738018036,1.1163991689682007,0.6768109202384949,0.23798076808452606
11,0.5316722,0.42968905,1.049576074705102,0.67627984,0.3183795,0.5266393423080444,0.4130612313747406,0.871972382068634,0.6655258536338806,0.30088141560554504
12,0.5374262,0.437746,1.0378505806360805,0.6728539,0.32689363,0.5155737996101379,0.38109713792800903,0.9224112033843994,0.6627084612846375,0.26963141560554504
