epoch,acc,f1_score,loss,precision_1,recall_1,val_acc,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.27504253,0.0059238886,1.3814296589877815,0.03499999,0.003544329,0.30288460850715637,0.0,1.380370855331421,0.0,0.0
1,0.26083258,0.0002890438,1.3845333296365354,0.005324813,0.00014976038,0.2504098415374756,0.0,1.3793174028396606,0.0,0.0
2,0.2761433,0.00086946617,1.3826315711833663,0.0059930254,0.0005990415,0.25245901942253113,0.0,1.3846664428710938,0.0,0.0
3,0.2861503,0.0041273404,1.3765589092797277,0.04401212,0.0022464057,0.25163933634757996,0.0,1.3987258672714233,0.0,0.0
4,0.30021015,0.00647584,1.37201010596343,0.044202894,0.0036441693,0.31844261288642883,0.0,1.3374196290969849,0.0,0.0
5,0.31512058,0.009593188,1.359596750727409,0.1107605,0.005191693,0.32090163230895996,0.001577909104526043,1.377206563949585,0.051282044500112534,0.0008012820617295802
6,0.33008105,0.034805104,1.3479505625976453,0.35456127,0.018819889,0.3340163826942444,0.020218564197421074,1.3428075313568115,0.43803414702415466,0.010416666977107525
7,0.33598518,0.060751937,1.3391264876624576,0.47159335,0.033546325,0.34836065769195557,0.01251675933599472,1.3048095703125,0.3205128312110901,0.006410256493836641
8,0.34023815,0.055173732,1.3362631640920501,0.41456434,0.030578852,0.3684426248073578,0.09411244839429855,1.3736629486083984,0.6286463737487793,0.05128205195069313
9,0.35604924,0.07956802,1.3231870768056622,0.52398837,0.04422923,0.3499999940395355,0.07030723989009857,1.3099391460418701,0.5960622429847717,0.037660256028175354
10,0.3784149,0.11337312,1.2972672770453515,0.60761285,0.06448016,0.40409836173057556,0.13452282547950745,1.2483618259429932,0.7025232315063477,0.07532051205635071
11,0.39862904,0.1436102,1.2770354584579673,0.6071831,0.083627306,0.3991803228855133,0.1430189460515976,1.3072121143341064,0.7010517716407776,0.08052884787321091
12,0.41118783,0.16706692,1.256709391357638,0.60325515,0.099252306,0.4135245978832245,0.08375471830368042,1.2420053482055664,0.7231990098953247,0.044871795922517776
13,0.42694888,0.19785015,1.2387462656836508,0.62490624,0.119636364,0.4409835934638977,0.2622276842594147,1.2764885425567627,0.6752573847770691,0.1642628163099289
14,0.4334534,0.22504605,1.2275521130243556,0.6298832,0.13930489,0.44590163230895996,0.22664561867713928,1.1867350339889526,0.6904848217964172,0.13661858439445496
15,0.4383068,0.25212184,1.2121841451802746,0.63677794,0.15942271,0.43606558442115784,0.26101401448249817,1.2305238246917725,0.5780158042907715,0.17027243971824646
16,0.4502652,0.26313105,1.2044381321245972,0.638046,0.16766508,0.45778688788414,0.2722931206226349,1.173074722290039,0.6360031366348267,0.17508013546466827
17,0.45446813,0.275991,1.1969551080508858,0.6406746,0.17797634,0.47090163826942444,0.31206047534942627,1.1231250762939453,0.642747163772583,0.20873397588729858
18,0.46367458,0.29559574,1.1838762024722276,0.62887454,0.19512112,0.4786885380744934,0.3339429497718811,1.1508584022521973,0.6918595433235168,0.22275641560554504
19,0.46517563,0.30334672,1.1821889430090649,0.6347505,0.20116147,0.4692623019218445,0.31844887137413025,1.2300481796264648,0.6739911437034607,0.2107371836900711
20,0.46287403,0.30348027,1.1766421726894465,0.6400258,0.20098399,0.48442623019218445,0.3109310269355774,1.1725682020187378,0.6812270879745483,0.20432692766189575
21,0.4747323,0.31736287,1.162822062745176,0.6454833,0.21239905,0.48401638865470886,0.3709236681461334,1.1656522750854492,0.6454142332077026,0.2628205120563507
22,0.48167932,0.32502377,1.1578218653179204,0.64418876,0.21974841,0.49877050518989563,0.36310938000679016,1.1682026386260986,0.6438067555427551,0.2552083432674408
23,0.48034102,0.33004057,1.1507305863747745,0.647973,0.22351459,0.49139344692230225,0.37557342648506165,1.0824397802352905,0.6604915261268616,0.26482370495796204
24,0.4882918,0.34305024,1.143707163159964,0.6495477,0.23550653,0.49836066365242004,0.39837488532066345,1.1285544633865356,0.6606379151344299,0.28725960850715637
25,0.48734114,0.35401183,1.1357758854717437,0.6508337,0.24586771,0.49918031692504883,0.3462185561656952,1.1349966526031494,0.6817917227745056,0.23397435247898102
26,0.49804863,0.36971742,1.122910638190981,0.6655892,0.2588969,0.4905737638473511,0.3643229603767395,1.1503735780715942,0.6897949576377869,0.24919871985912323
27,0.5004003,0.3746991,1.1165567607740305,0.6610049,0.26403865,0.5213114619255066,0.40891382098197937,1.2776068449020386,0.6887984871864319,0.29286858439445496
28,0.49964976,0.37650353,1.1159527420723245,0.660797,0.26573592,0.5049180388450623,0.4155409336090088,1.1322906017303467,0.6772599220275879,0.3016826808452606
