epoch,acc,f1_score,loss,precision_1,recall_1,val_acc,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.29249337,0.009201886,1.3804205556199185,0.058627643,0.0056409743,0.27443909645080566,0.0,1.3616760969161987,0.0,0.0
1,0.3795657,0.11447953,1.2940991649777518,0.52808064,0.067566894,0.4299180209636688,0.24783791601657867,1.2486462593078613,0.6118093132972717,0.15665064752101898
2,0.43480435,0.23028901,1.2224129327338678,0.6277181,0.14505959,0.4651639461517334,0.3198581635951996,1.165717601776123,0.6209718585014343,0.21714743971824646
3,0.47203043,0.31231725,1.1679227836172847,0.6397732,0.21065739,0.4717213213443756,0.2755976915359497,1.223031759262085,0.6838752627372742,0.17347756028175354
4,0.49419594,0.36699903,1.127586222578906,0.6546882,0.25805932,0.4967212975025177,0.35598015785217285,1.1002527475357056,0.6678568124771118,0.24399039149284363
5,0.51300913,0.40300745,1.0977441767314695,0.66757697,0.29163617,0.5057377219200134,0.3980359733104706,0.958438515663147,0.6180099844932556,0.29527243971824646
6,0.5259682,0.42632183,1.0657381948098923,0.67678255,0.31388393,0.4938524663448334,0.4011055827140808,1.1032243967056274,0.6342635750770569,0.29487180709838867
7,0.53902733,0.44890684,1.0450695758913058,0.67982364,0.33767915,0.550000011920929,0.4889204204082489,1.1500635147094727,0.686852753162384,0.3806089758872986
8,0.5580406,0.47844326,1.0130706339594386,0.6874157,0.36906782,0.560245931148529,0.49411314725875854,1.1056851148605347,0.6999048590660095,0.3834134638309479
9,0.5682978,0.49336672,0.9959281883797559,0.6942531,0.38476217,0.5729508399963379,0.509534478187561,1.0089845657348633,0.6933980584144592,0.40464743971824646
10,0.5706244,0.50366414,0.9781943575691487,0.69430447,0.3971285,0.5676229596138,0.5013841986656189,0.9942572712898254,0.6934136748313904,0.39423078298568726
11,0.5827079,0.5221998,0.958288355798415,0.7071877,0.41624787,0.5831966996192932,0.5149361491203308,0.9090741276741028,0.6903764605522156,0.4118589758872986
12,0.5873361,0.5311812,0.9445756783651706,0.706746,0.427369,0.5848360657691956,0.5247820019721985,0.7594231367111206,0.7152669429779053,0.41586539149284363
13,0.59666765,0.5430252,0.9288727725386011,0.71472555,0.4394774,0.5803278684616089,0.5472348928451538,1.0616000890731812,0.6994406580924988,0.45112180709838867
14,0.6022466,0.5508026,0.9203403667323787,0.7139986,0.45027682,0.5991803407669067,0.5420840978622437,0.9464870691299438,0.7104083299636841,0.43950319290161133
15,0.60987693,0.560485,0.9014690462878239,0.7152898,0.4625294,0.5950819849967957,0.5590710639953613,1.0521708726882935,0.6807801127433777,0.47556090354919434
16,0.61410487,0.5680843,0.8903259331610042,0.71812844,0.47180897,0.5930327773094177,0.545172929763794,0.9013663530349731,0.6942359805107117,0.4503205120563507
17,0.6194586,0.5754673,0.8822376404267394,0.7238648,0.47946614,0.5942623019218445,0.5573344230651855,1.019425868988037,0.6859270334243774,0.47075319290161133
18,0.62423694,0.5812155,0.8735406860227546,0.7240829,0.48708454,0.5909836292266846,0.5644658803939819,0.900146484375,0.6855236291885376,0.4819711446762085
19,0.6344441,0.5960263,0.8549901833184593,0.7303487,0.50502807,0.5877048969268799,0.5577248334884644,0.9922852516174316,0.6631574630737305,0.48237180709838867
20,0.6374212,0.5983152,0.8476481528927182,0.73078066,0.5081009,0.5877048969268799,0.5517163276672363,0.9854614734649658,0.6621866226196289,0.4743589758872986
21,0.6395977,0.60209805,0.8421575408147451,0.7307232,0.5135506,0.5823770761489868,0.5557706356048584,1.0223956108093262,0.6661535501480103,0.47796472907066345
22,0.64762837,0.61290085,0.8276576861018928,0.73509526,0.52705395,0.5950819849967957,0.5613390803337097,0.9174509048461914,0.6776031255722046,0.47996795177459717
23,0.6496798,0.6178025,0.8203377265400754,0.7371044,0.53333837,0.5922130942344666,0.547286331653595,0.8404489755630493,0.6674818992614746,0.46474358439445496
24,0.64987993,0.6186448,0.8200551395980276,0.7358642,0.5352103,0.5930327773094177,0.5486200451850891,0.9773638844490051,0.680989146232605,0.4611378312110901
25,0.6576854,0.6256385,0.8123133078890019,0.74121356,0.5426318,0.5991803407669067,0.5691787004470825,1.0360982418060303,0.6732416749000549,0.4943910241127014
26,0.6627389,0.6323196,0.7985667036640314,0.74401003,0.55125415,0.6028688549995422,0.5706531405448914,0.900399386882782,0.6724320650100708,0.4971955120563507
27,0.66691685,0.6376098,0.791646848888735,0.745663,0.55833447,0.5762295126914978,0.5449812412261963,1.2869819402694702,0.6365914940834045,0.47756409645080566
28,0.66974384,0.643053,0.7791625930479693,0.74657464,0.5661081,0.5938524603843689,0.5471423268318176,0.9979022741317749,0.640242874622345,0.4787660241127014
29,0.67367154,0.6491506,0.7716251468289832,0.7503366,0.57330215,0.6016393303871155,0.5656231641769409,0.9799191951751709,0.6439425349235535,0.5052083134651184
