epoch,acc,f1_score,loss,precision_1,recall_1,val_acc,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.755049,0.75540733,0.848634609792786,0.75540733,0.75540733,0.49835526943206787,0.4983552098274231,0.6859009265899658,0.49835526943206787,0.49835526943206787
1,0.8114377,0.8115379,0.419472005385872,0.8115379,0.8115379,0.49496644735336304,0.4960525929927826,0.7609131932258606,0.49605265259742737,0.49605265259742737
2,0.83823234,0.83846426,0.36300239101025467,0.83846426,0.83846426,0.4974832236766815,0.4985196888446808,0.8421921133995056,0.49851974844932556,0.49851974844932556
3,0.84193164,0.84163785,0.36258408357514976,0.84163785,0.84163785,0.5033556818962097,0.5042762756347656,1.154048204421997,0.5042763352394104,0.5042763352394104
4,0.85322934,0.8536468,0.339031426129139,0.85364693,0.85364693,0.505033552646637,0.5059210062026978,1.1020512580871582,0.5059210658073425,0.5059210658073425
5,0.85469747,0.85469735,0.3286193579814996,0.85469747,0.85469747,0.5109060406684875,0.5116775631904602,1.29947030544281,0.511677622795105,0.511677622795105
6,0.8671153,0.86731464,0.3106795915485913,0.86731464,0.86731464,0.4941275119781494,0.49523022770881653,0.8063925504684448,0.4952302873134613,0.4952302873134613
7,0.8642272,0.86383134,0.3078152966830664,0.86383134,0.86383134,0.49580538272857666,0.49687495827674866,1.2214581966400146,0.49687501788139343,0.49687501788139343
8,0.87162566,0.8722133,0.29360441623229167,0.87221336,0.87221336,0.505033552646637,0.5059210062026978,0.9627882242202759,0.5059210658073425,0.5059210658073425
9,0.87282544,0.87315327,0.2940221270354503,0.87315327,0.87315327,0.5008389353752136,0.5018091797828674,0.8360875844955444,0.5018092393875122,0.5018092393875122
10,0.87672466,0.87728894,0.28385382382077373,0.877289,0.877289,0.5083892345428467,0.509210467338562,0.7298786640167236,0.5092105269432068,0.5092105269432068
11,0.8780244,0.8783284,0.28396968557831764,0.87832844,0.87832844,0.4966442883014679,0.4976973235607147,0.9371470808982849,0.4976973831653595,0.4976973831653595
12,0.8810238,0.88131404,0.27464077239560025,0.8813141,0.8813141,0.5025168061256409,0.5034539103507996,0.8757887482643127,0.5034539699554443,0.5034539699554443
13,0.8875225,0.887783,0.2611075523340137,0.88778305,0.88778305,0.5,0.5009868144989014,1.0146586894989014,0.5009868741035461,0.5009868741035461
14,0.88422316,0.8842444,0.27208887057003084,0.8842445,0.8842445,0.4941275119781494,0.49523022770881653,0.9503074288368225,0.4952302873134613,0.4952302873134613
15,0.88612276,0.8861354,0.26673587032483353,0.8861354,0.8861354,0.5008389353752136,0.5018091797828674,0.9392967224121094,0.5018092393875122,0.5018092393875122
16,0.8923169,0.89231676,0.2523270250790438,0.8923169,0.8923169,0.4991610646247864,0.5001644492149353,1.0495644807815552,0.5001645088195801,0.5001645088195801
17,0.8946364,0.89458376,0.2525982975663431,0.89458376,0.89458376,0.49496644735336304,0.4960525929927826,1.0172175168991089,0.49605265259742737,0.49605265259742737
18,0.8956209,0.89558995,0.24619420856636684,0.89559,0.89559,0.4966442883014679,0.4976973235607147,1.0111008882522583,0.4976973831653595,0.4976973831653595
19,0.89332134,0.89330095,0.2533759954922725,0.893301,0.893301,0.5008389353752136,0.5018091797828674,1.3684542179107666,0.5018092393875122,0.5018092393875122
20,0.9007199,0.90117425,0.23706205790742138,0.90117437,0.90117437,0.49835526943206787,0.4983552098274231,1.2497543096542358,0.49835526943206787,0.49835526943206787
21,0.89888537,0.89888525,0.24426524445509454,0.89888537,0.89888537,0.49496644735336304,0.4960525929927826,2.0260872840881348,0.49605265259742737,0.49605265259742737
22,0.9017678,0.9024128,0.23751025719814342,0.90241283,0.90241283,0.4974832236766815,0.4985196888446808,1.7927663326263428,0.49851974844932556,0.49851974844932556
23,0.9053189,0.9057523,0.23143893579671773,0.90575236,0.90575236,0.5033556818962097,0.5042762756347656,2.3566155433654785,0.5042763352394104,0.5042763352394104
24,0.9063187,0.9064932,0.22916794872670096,0.90649325,0.90649325,0.505033552646637,0.5059210062026978,2.1195123195648193,0.5059210658073425,0.5059210658073425
25,0.90661865,0.9070461,0.2245074256530549,0.9070462,0.9070462,0.5109060406684875,0.5116775631904602,1.336439609527588,0.511677622795105,0.511677622795105
26,0.90371925,0.90415996,0.2322307477320249,0.90416,0.90416,0.4941275119781494,0.49523022770881653,1.5541143417358398,0.4952302873134613,0.4952302873134613
27,0.90811837,0.90828454,0.2239316115586001,0.90828466,0.90828466,0.49580538272857666,0.49687495827674866,1.5608453750610352,0.49687501788139343,0.49687501788139343
28,0.9142172,0.91410106,0.21120160182394568,0.9141012,0.9141012,0.505033552646637,0.5059210062026978,1.3795874118804932,0.5059210658073425,0.5059210658073425
29,0.9114177,0.9115688,0.21966635441629917,0.9115689,0.9115689,0.5008389353752136,0.5018091797828674,1.7352216243743896,0.5018092393875122,0.5018092393875122
30,0.9115177,0.9119227,0.21163501033745297,0.91192275,0.91192275,0.5083892345428467,0.509210467338562,1.152256727218628,0.5092105269432068,0.5092105269432068
31,0.9181164,0.9182368,0.1994403372393015,0.9182369,0.9182369,0.4966442883014679,0.4976973235607147,1.856975793838501,0.4976973831653595,0.4976973831653595
32,0.91171765,0.9118674,0.20590147048300492,0.9118675,0.9118675,0.5025168061256409,0.5034539103507996,1.9855172634124756,0.5034539699554443,0.5034539699554443
33,0.9144108,0.9144107,0.20705784980658512,0.9144108,0.9144108,0.5,0.5009868144989014,1.268705129623413,0.5009868741035461,0.5009868741035461
34,0.91392124,0.91445506,0.210206413970098,0.91445506,0.91445506,0.4941275119781494,0.49523022770881653,1.7977259159088135,0.4952302873134613,0.4952302873134613
35,0.92041594,0.9207802,0.19854442659043664,0.92078024,0.92078024,0.5008389353752136,0.5018091797828674,2.528562545776367,0.5018092393875122,0.5018092393875122
36,0.91821635,0.91808206,0.19759958152936902,0.91808206,0.91808206,0.4991610646247864,0.5001644492149353,1.5686631202697754,0.5001645088195801,0.5001645088195801
37,0.9157168,0.9161026,0.20221234614190053,0.9161027,0.9161027,0.49496644735336304,0.4960525929927826,1.6333199739456177,0.49605265259742737,0.49605265259742737
38,0.92336786,0.92336774,0.19065732257381365,0.92336786,0.92336786,0.4966442883014679,0.4976973235607147,3.4852099418640137,0.4976973831653595,0.4976973831653595
39,0.91821635,0.91859066,0.2047614627014015,0.9185908,0.9185908,0.5008389353752136,0.5018091797828674,2.1545767784118652,0.5018092393875122,0.5018092393875122
40,0.9205159,0.92087966,0.19428385734979725,0.9208798,0.9208798,0.49835526943206787,0.4983552098274231,3.7830376625061035,0.49835526943206787,0.49835526943206787
